fight_id,fighter_id,corner,kd,sig_str_landed,sig_str_atmpted,total_str_landed,total_str_atmpted,td_landed,td_atmpted,sub_att,ctrl,head_landed,head_atmpted,body_landed,body_atmpted,leg_landed,leg_atmpted,dist_landed,dist_atmpted,clinch_landed,clinch_atmpted,ground_landed,ground_atmpted,total_fight_time,height,reach,stance,dob,weight,date,body_acc,clinch_acc,dist_acc,ground_acc,head_acc,leg_acc,sig_str_acc,td_acc,total_str_acc,landed_body_per,landed_clinch_per,landed_dist_per,landed_ground_per,landed_head_per,landed_leg_per,losses,wins,outcome,sub_avg,td_avg,splm,sapm,str_def,td_def,opponent_id
326c3eaa1e9e3dc4,51018a31ddf31eb2,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.6,157.5,Orthodox,1990-05-04,125.0,2018-05-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,38c7f72747f4f712
f71d46f804307bd2,34f88592c0ab7a54,r,0,410,1005,646,1278,13,42,0,1746,195,611,120,243,95,151,267,817,74,99,69,89,6528,185.4,190.5,Orthodox,1988-05-31,185.0,2018-05-27 00:00:00,49.382716049382715,74.74747474747475,32.680538555691555,77.52808988764045,31.914893617021278,62.913907284768214,40.79601990049751,30.952380952380953,50.54773082942097,0.32155426197310244,0.20232831628304807,0.638449762550277,0.1592219211666749,0.4445650587793791,0.2338806792475185,2.0,6.0,r,0.0,1.7922794117647058,3.7683823529411766,1.8841911764705883,56.65961945031712,53.57142857142857,f797f0c57a83353e
f71d46f804307bd2,f797f0c57a83353e,b,2,384,650,679,976,13,36,6,3052,205,450,98,111,81,89,179,392,98,119,107,139,6376,190.5,190.5,Orthodox,1981-01-05,185.0,2018-05-27 00:00:00,88.28828828828829,82.35294117647058,45.66326530612245,76.97841726618705,45.55555555555556,91.01123595505618,59.07692307692308,36.11111111111111,69.56967213114754,0.23093443402708402,0.18946545063432568,0.5393739210766899,0.27116062828898435,0.5819690772104811,0.18709648876243495,4.0,5.0,NA,0.8469259723964868,1.8350062735257215,3.6135508155583436,2.512547051442911,54.82233502538071,61.53846153846154,34f88592c0ab7a54
47f42aa7cf851a29,427b5953ac8e3a27,r,1,615,1414,1536,2511,60,223,24,8277,494,1247,82,117,39,50,271,933,70,113,274,368,20134,185.4,182.9,Southpaw,1977-11-06,170.0,2018-05-19 00:00:00,70.08547008547008,61.94690265486725,29.04608788853162,74.45652173913044,39.61507618283881,78.0,43.49363507779349,26.905829596412556,61.17084826762246,0.11536852152888002,0.09281150654831627,0.34206872014737627,0.5280827362672704,0.7812214093978653,0.0663730320362176,8.0,19.0,NA,1.0728121585377968,2.6820303963444916,1.8327207708354027,1.8982815138571572,63.620788121073666,65.625,f1b2aa7853d1ed6e
47f42aa7cf851a29,f1b2aa7853d1ed6e,b,2,331,608,686,997,28,59,2,3327,208,448,74,102,49,58,142,351,34,44,155,213,5047,182.9,193.0,Switch,1987-05-11,170.0,2018-05-19 00:00:00,72.54901960784314,77.27272727272727,40.45584045584046,72.76995305164318,46.42857142857143,84.48275862068965,54.44078947368421,47.45762711864407,68.80641925777333,0.23824584362543824,0.11571101405179042,0.41775989268947017,0.4665290932587394,0.6179274563369377,0.1438267000376241,0.0,7.0,b,0.35664751337428174,4.993065187239945,3.9350108975629086,1.5692490588468397,62.606232294617556,0.0,427b5953ac8e3a27
24f2d2dd9fea5d79,e8b731feff72294b,r,0,209,497,329,639,1,2,1,345,115,372,42,62,52,63,160,421,41,66,8,10,2700,165.1,167.6,Orthodox,1993-08-09,115.0,2018-05-19 00:00:00,67.74193548387096,62.121212121212125,38.00475059382423,80.0,30.913978494623656,82.53968253968253,42.052313883299796,50.0,51.4866979655712,0.20344551282051282,0.209375,0.7492788461538461,0.041346153846153845,0.5519230769230768,0.24463141025641025,1.0,2.0,NA,0.3333333333333333,0.3333333333333333,4.644444444444445,3.2222222222222223,67.48878923766816,68.42105263157895,b08012bbe542592a
24f2d2dd9fea5d79,b08012bbe542592a,b,0,87,125,182,240,7,8,1,930,60,95,15,16,12,14,12,32,3,4,72,89,1123,165.1,167.6,Southpaw,1990-12-19,115.0,2018-05-19 00:00:00,93.75,75.0,37.5,80.89887640449437,63.1578947368421,85.71428571428571,69.6,87.5,75.83333333333333,0.12984154929577463,0.02112676056338028,0.10871478873239436,0.8701584507042254,0.7856514084507042,0.08450704225352113,0.0,2.0,b,0.8014247551202137,5.609973285841496,4.64826357969724,0.7479964381121995,48.148148148148145,0.0,e8b731feff72294b
1290d7eb0fefd3f3,13a0275fa13c4d26,r,1,227,431,287,496,1,3,0,261,176,366,23,32,28,33,166,356,37,48,24,27,3769,180.3,195.6,Switch,1984-03-16,205.0,2018-05-19 00:00:00,71.875,77.08333333333334,46.62921348314607,88.88888888888889,48.08743169398907,84.84848484848484,52.66821345707656,33.33333333333333,57.86290322580645,0.09959696612238984,0.11300182345380085,0.7908124256994314,0.0961857508467678,0.7116221035712561,0.18878093030635404,3.0,3.0,NA,0.0,0.23879013000795968,3.6136906341204567,2.7381268240912706,68.84057971014492,27.77777777777778,2e19380f34871c6a
1290d7eb0fefd3f3,2e19380f34871c6a,b,1,29,44,40,58,1,1,1,135,23,38,4,4,2,2,10,15,0,0,19,29,248,193.0,195.6,Southpaw,1989-12-26,205.0,2018-05-19 00:00:00,100.0,0.0,66.66666666666666,65.51724137931035,60.526315789473685,100.0,65.9090909090909,100.0,68.96551724137932,0.13942307692307693,0.0,0.3629807692307692,0.6370192307692308,0.7908653846153846,0.06971153846153846,0.0,2.0,b,3.629032258064516,3.629032258064516,7.016129032258064,1.2096774193548387,44.44444444444444,80.0,13a0275fa13c4d26
db8887f2085f7971,09f579be4520394a,r,1,47,125,82,167,4,5,2,438,26,93,8,16,13,16,34,106,3,4,10,15,2123,172.7,175.3,Orthodox,1991-11-11,135.0,2018-05-19 00:00:00,50.0,75.0,32.075471698113205,66.66666666666666,27.956989247311824,81.25,37.6,80.0,49.101796407185624,0.11851851851851851,0.056790123456790124,0.5530864197530864,0.39012345679012345,0.691358024691358,0.19012345679012346,1.0,2.0,NA,0.8478568064060292,1.6957136128120585,1.3283089967027792,2.3457371643900142,51.74418604651163,63.63636363636363,d05412b513b19621
db8887f2085f7971,d05412b513b19621,b,0,86,163,105,183,6,11,0,405,40,104,36,47,10,12,45,106,30,40,11,17,1597,167.6,172.7,Southpaw,1979-12-19,135.0,2018-05-19 00:00:00,76.59574468085107,75.0,42.45283018867924,64.70588235294117,38.46153846153847,83.33333333333334,52.760736196319016,54.54545454545454,57.377049180327866,0.39011591478696744,0.337421679197995,0.5141447368421053,0.14843358395989972,0.4888001253132832,0.12108395989974936,2.0,1.0,b,0.0,3.3813400125234816,3.2310582341891045,1.8033813400125236,57.14285714285714,88.23529411764706,09f579be4520394a
6222cdc86b12d251,4798e823ada58fe9,r,0,23,41,34,54,0,0,0,107,13,27,7,9,3,5,12,28,11,13,0,0,766,162.6,162.6,Southpaw,1995-10-30,125.0,2018-05-19 00:00:00,77.77777777777779,84.61538461538461,42.857142857142854,0.0,48.148148148148145,60.0,56.09756097560976,0.0,62.96296296296296,0.30434782608695654,0.4782608695652174,0.5217391304347826,0.0,0.5652173913043478,0.13043478260869565,1.0,0.0,NA,0.0,0.0,1.8015665796344649,5.718015665796345,36.52173913043478,60.0,05fa626cb33d15b8
6222cdc86b12d251,05fa626cb33d15b8,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.6,175.3,Orthodox,1989-02-11,125.0,2018-05-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,b,0.0,0.0,0.0,0.0,0.0,0.0,4798e823ada58fe9
47c140debc977214,6d4b63c767106d3a,r,3,170,337,238,412,6,12,4,905,101,247,30,45,39,45,132,277,11,14,27,46,3152,180.3,190.5,Orthodox,1991-11-27,170.0,2018-05-19 00:00:00,66.66666666666666,78.57142857142857,47.65342960288809,58.69565217391305,40.89068825910931,86.66666666666667,50.445103857566764,50.0,57.76699029126213,0.1945200921898814,0.07994241511805913,0.7405261548235788,0.17953143005836214,0.608693171257574,0.1967867365525445,2.0,5.0,r,1.1421319796954315,1.7131979695431474,3.236040609137056,2.66497461928934,57.18654434250765,60.0,c03a5022f8439f2a
47c140debc977214,c03a5022f8439f2a,b,3,389,913,439,971,6,10,0,686,231,725,86,114,72,74,332,818,24,42,33,53,4796,177.8,180.3,Orthodox,1986-07-23,170.0,2018-05-19 00:00:00,75.43859649122807,57.14285714285714,40.58679706601467,62.264150943396224,31.862068965517242,97.2972972972973,42.606790799561885,60.0,45.21112255406797,0.16155024784333533,0.060278661130871915,0.7646829117117566,0.17503842715737147,0.6212481251125073,0.21720162704415746,2.0,6.0,NA,0.0,1.1259382819015846,4.866555462885738,3.615512927439533,65.05441354292624,78.57142857142857,6d4b63c767106d3a
df0d4130944776d9,4ba8d454f762005d,r,2,205,661,274,740,7,15,6,932,137,564,34,57,34,40,153,567,32,58,20,36,4393,182.9,190.5,Southpaw,1984-08-02,170.0,2018-05-19 00:00:00,59.64912280701754,55.172413793103445,26.984126984126984,55.55555555555556,24.29078014184397,85.0,31.01361573373676,46.666666666666664,37.027027027027025,0.1357936507936508,0.26262896825396825,0.6354067460317461,0.10196428571428572,0.671329365079365,0.19287698412698412,2.0,6.0,NA,1.2292283177782835,1.4340997040746641,2.7999089460505346,2.7316184839517414,53.596287703016245,71.42857142857143,e51fcd9cd84c0b93
df0d4130944776d9,e51fcd9cd84c0b93,b,1,338,715,504,906,38,99,6,2725,223,551,57,95,58,69,249,596,39,60,50,59,7988,167.6,170.2,Orthodox,1981-07-25,170.0,2018-05-19 00:00:00,60.0,65.0,41.77852348993289,84.7457627118644,40.471869328493646,84.05797101449275,47.27272727272727,38.38383838383838,55.62913907284768,0.14515399259900438,0.13340899281394175,0.7030881316466548,0.1635028755394034,0.6985239140060429,0.1563220933949528,2.0,8.0,b,0.6760140210315473,4.2814221331998,2.538808212318478,2.3810716074111165,59.25449871465296,47.61904761904761,4ba8d454f762005d
49b47b5b5f15c7c0,792be9a24df82ed6,r,1,131,388,203,470,10,22,4,957,82,320,24,37,25,31,95,328,15,26,21,34,3089,170.2,177.8,Orthodox,1993-12-07,125.0,2018-05-19 00:00:00,64.86486486486487,57.692307692307686,28.96341463414634,61.76470588235294,25.624999999999996,80.64516129032258,33.76288659793815,45.45454545454545,43.19148936170213,0.17777777777777778,0.1259259259259259,0.6243055555555556,0.24976851851851853,0.6710648148148148,0.1511574074074074,1.0,3.0,NA,1.165425704111363,2.9135642602784073,2.544512787309809,2.3696989316931045,69.57605985037407,61.53846153846154,a0f0004aadf10b71
49b47b5b5f15c7c0,a0f0004aadf10b71,b,1,175,375,247,453,3,5,5,932,97,268,48,69,30,38,130,318,39,50,6,7,2551,165.1,170.2,Orthodox,1990-04-16,125.0,2018-05-19 00:00:00,69.56521739130434,78.0,40.88050314465409,85.71428571428571,36.19402985074627,78.94736842105263,46.666666666666664,60.0,54.52538631346579,0.2306720696813576,0.14261010236242436,0.78393918022401,0.07345071741356571,0.6309772842280582,0.13835064609058417,1.0,2.0,b,1.764014112112897,1.058408467267738,4.116032928263427,3.528028224225794,57.865168539325836,57.692307692307686,792be9a24df82ed6
c571ac76ca45c1cb,5c126c6aac3ef364,r,0,67,105,157,212,1,1,0,56,44,75,19,25,4,5,15,43,52,62,0,0,900,172.7,170.2,Orthodox,1988-12-15,115.0,2018-05-19 00:00:00,76.0,83.87096774193549,34.883720930232556,0.0,58.666666666666664,80.0,63.8095238095238,100.0,74.05660377358491,0.2835820895522388,0.7761194029850746,0.22388059701492538,0.0,0.6567164179104478,0.05970149253731343,0.0,1.0,r,0.0,1.0,4.466666666666666,1.7999999999999998,53.44827586206896,100.0,a851c35f58199231
c571ac76ca45c1cb,a851c35f58199231,b,0,135,284,137,286,0,0,0,0,100,244,26,29,9,11,123,268,12,16,0,0,900,162.6,167.6,Orthodox,1989-02-08,115.0,2018-05-19 00:00:00,89.65517241379311,75.0,45.8955223880597,0.0,40.98360655737705,81.81818181818183,47.53521126760563,0.0,47.9020979020979,0.1925925925925926,0.08888888888888889,0.9111111111111111,0.0,0.7407407407407407,0.06666666666666667,0.0,1.0,NA,0.0,0.0,9.0,6.333333333333333,72.05882352941177,0.0,5c126c6aac3ef364
79c22394d9c2144d,436f970c9ea9169c,r,1,269,637,337,710,0,0,7,176,146,475,67,94,56,68,246,600,8,17,15,20,3903,172.7,180.3,Southpaw,1988-06-15,145.0,2018-05-19 00:00:00,71.27659574468085,47.05882352941176,41.0,75.0,30.736842105263158,82.35294117647058,42.22919937205651,0.0,47.46478873239436,0.2336289314550184,0.04357826742737229,0.9085584847093798,0.04786324786324786,0.5074558788753162,0.25891518966966537,2.0,4.0,r,1.614142966948501,0.0,4.135280553420446,2.598001537279016,73.38582677165354,56.09756097560976,2c2caf2f2bab9df5
79c22394d9c2144d,2c2caf2f2bab9df5,b,1,5,7,5,7,0,0,0,2,3,5,1,1,1,1,3,5,0,0,2,2,26,180.3,180.3,Southpaw,1994-09-04,145.0,2018-05-19 00:00:00,100.0,0.0,60.0,100.0,60.0,100.0,71.42857142857143,0.0,71.42857142857143,0.2,0.0,0.6,0.4,0.6,0.2,0.0,1.0,NA,0.0,0.0,11.538461538461538,2.307692307692308,66.66666666666666,0.0,436f970c9ea9169c
53febf2fb416f9de,be0b310a12eb80b4,r,0,266,633,525,975,27,55,1,1723,149,487,55,76,62,70,191,503,22,30,53,100,4500,170.2,177.8,Orthodox,1989-04-28,145.0,2018-05-19 00:00:00,72.36842105263158,73.33333333333333,37.97216699801193,53.0,30.59548254620123,88.57142857142857,42.022116903633496,49.09090909090909,53.84615384615385,0.20443797240135914,0.08394089637796731,0.679262302660472,0.2367968009615607,0.5908280747983266,0.20473395280031434,1.0,4.0,r,0.2,5.3999999999999995,3.546666666666667,2.3200000000000003,70.05163511187608,66.66666666666666,cc351e408bbb7d43
53febf2fb416f9de,cc351e408bbb7d43,b,0,152,397,178,424,1,2,0,47,102,330,19,30,31,37,143,384,9,12,0,1,1800,177.8,182.9,Orthodox,1990-05-08,145.0,2018-05-19 00:00:00,63.33333333333333,75.0,37.23958333333333,0.0,30.909090909090907,83.78378378378379,38.287153652392945,50.0,41.9811320754717,0.14473684210526316,0.06578947368421052,0.9342105263157894,0.0,0.6140350877192983,0.24122807017543857,1.0,1.0,NA,0.0,0.5,5.066666666666666,3.533333333333333,74.64114832535886,84.0,be0b310a12eb80b4
e6fdf9e67f84a0e0,01fcef7e3d051722,r,1,134,313,168,351,0,1,1,36,74,222,53,78,7,13,110,274,16,26,8,13,2178,172.7,175.3,Orthodox,1980-10-22,135.0,2018-05-19 00:00:00,67.94871794871796,61.53846153846154,40.14598540145985,61.53846153846154,33.33333333333333,53.84615384615385,42.81150159744409,0.0,47.863247863247864,0.28018057036247335,0.10733608742004264,0.5801639125799574,0.0625,0.42871468550106606,0.04110474413646055,3.0,1.0,NA,0.4132231404958678,0.0,3.6914600550964187,4.793388429752066,55.72519083969466,45.45454545454545,9ba2226646046b63
e6fdf9e67f84a0e0,9ba2226646046b63,b,1,400,871,542,1038,10,33,1,1298,189,578,102,166,109,127,213,596,149,210,38,65,6114,167.6,167.6,Orthodox,1980-08-12,135.0,2018-05-19 00:00:00,61.44578313253012,70.95238095238095,35.738255033557046,58.46153846153847,32.69896193771626,85.8267716535433,45.924225028702644,30.303030303030305,52.215799614643544,0.25075728797422053,0.352018540303409,0.537376494523947,0.110604965172644,0.463575316431724,0.2856673955940554,3.0,4.0,b,0.14720314033366047,1.4720314033366044,3.9254170755642783,3.110893032384691,54.190751445086704,62.71186440677966,01fcef7e3d051722
866b2c2e354aa27b,d747eb273a40a920,r,0,29,68,29,68,1,6,0,34,14,49,12,16,3,3,27,64,2,4,0,0,415,177.8,182.9,Southpaw,1996-04-21,155.0,2018-05-19 00:00:00,75.0,50.0,42.1875,0.0,28.57142857142857,100.0,42.64705882352941,16.666666666666664,42.64705882352941,0.41379310344827586,0.06896551724137931,0.9310344827586207,0.0,0.4827586206896552,0.10344827586206896,1.0,0.0,r,0.0,2.168674698795181,4.19277108433735,8.096385542168674,53.71900826446281,0.0,1b38a2b897f6209c
866b2c2e354aa27b,1b38a2b897f6209c,b,1,11,32,13,34,0,0,0,4,6,25,4,6,1,1,6,20,3,5,2,7,157,182.9,195.6,Orthodox,1984-05-08,155.0,2018-05-19 00:00:00,66.66666666666666,60.0,30.0,28.57142857142857,24.0,100.0,34.375,0.0,38.23529411764706,0.18181818181818182,0.13636363636363635,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.045454545454545456,1.0,1.0,NA,0.0,0.0,4.203821656050955,4.203821656050955,35.294117647058826,0.0,d747eb273a40a920
3454f5c7203467aa,80fa8218c99f9c58,r,2,280,533,351,621,8,22,4,947,169,358,31,51,80,124,188,361,6,13,86,159,3978,172.7,175.3,Orthodox,1988-05-30,135.0,2018-05-12 00:00:00,60.78431372549019,46.15384615384615,52.07756232686981,54.088050314465406,47.20670391061452,64.51612903225806,52.5328330206379,36.36363636363637,56.52173913043478,0.08766036098077441,0.01879105438536963,0.5189690250413764,0.46223992057325386,0.7374687208666537,0.1748709181525719,1.0,8.0,r,0.9049773755656108,1.8099547511312215,4.223227752639517,2.368024132730015,59.5360824742268,71.42857142857143,fc169c387b4b465d
3454f5c7203467aa,fc169c387b4b465d,b,0,399,774,582,976,10,23,9,1417,255,599,91,115,53,60,212,525,139,187,48,62,6297,170.2,170.2,Orthodox,1988-09-05,135.0,2018-05-12 00:00:00,79.13043478260869,74.33155080213903,40.38095238095238,77.41935483870968,42.57095158597663,88.33333333333333,51.55038759689923,43.47826086956522,59.63114754098361,0.2492413553429932,0.4395342767579367,0.44860515607005963,0.11186056717200364,0.6293727923735368,0.12138585228346999,2.0,6.0,NA,1.2863268222963316,1.4292520247737017,3.801810385898047,2.915674130538352,66.52078774617067,69.6969696969697,80fa8218c99f9c58
d86e31793564cd31,7a703c565ccaa18f,r,2,184,358,294,488,12,35,7,1908,132,279,38,65,14,14,77,211,26,47,81,100,4444,185.4,182.9,Orthodox,1979-12-07,185.0,2018-05-12 00:00:00,58.46153846153847,55.319148936170215,36.492890995260666,81.0,47.31182795698925,100.0,51.39664804469274,34.285714285714285,60.245901639344254,0.2502922771672772,0.13751907814407813,0.5077426739926739,0.35473824786324787,0.6986362942612943,0.051071428571428566,2.0,8.0,NA,1.4176417641764176,2.43024302430243,2.4842484248424843,2.376237623762376,57.793764988009585,100.0,8c0580d4fff106c1
d86e31793564cd31,8c0580d4fff106c1,b,8,584,1313,805,1570,9,18,2,1543,400,1082,107,143,77,88,459,1117,64,108,61,88,9004,175.3,180.3,Southpaw,1991-10-24,185.0,2018-05-12 00:00:00,74.82517482517483,59.25925925925925,41.09221128021486,69.31818181818183,36.96857670979667,87.5,44.47829398324448,50.0,51.27388535031847,0.19973586088037515,0.11497109779922124,0.7249612766931962,0.16006762550758252,0.6699970279777863,0.13026711114183862,4.0,9.0,b,0.19991115059973344,0.8996001776988004,3.891603731674811,2.725455353176366,62.95289855072463,58.490566037735846,7a703c565ccaa18f
7ec70261afdecda8,7447e9f28508106a,r,0,70,143,76,149,1,6,1,351,39,111,14,15,17,17,43,113,19,21,8,9,900,162.6,160.0,Orthodox,1993-03-24,115.0,2018-05-12 00:00:00,93.33333333333333,90.47619047619048,38.05309734513274,88.88888888888889,35.13513513513514,100.0,48.95104895104895,16.666666666666664,51.006711409395976,0.2,0.2714285714285714,0.6142857142857143,0.11428571428571428,0.5571428571428572,0.24285714285714285,0.0,1.0,r,1.0,1.0,4.666666666666667,3.4666666666666663,63.38028169014085,0.0,d4a31850a7457f1b
7ec70261afdecda8,d4a31850a7457f1b,b,0,117,264,246,433,3,7,4,691,101,245,14,17,2,2,68,205,5,6,44,53,1896,160.0,162.6,Switch,1991-10-22,115.0,2018-05-12 00:00:00,82.35294117647058,83.33333333333334,33.170731707317074,83.01886792452831,41.224489795918366,100.0,44.31818181818182,42.857142857142854,56.812933025404156,0.09857660455486542,0.023369565217391305,0.7278985507246377,0.248731884057971,0.8941770186335404,0.007246376811594203,2.0,2.0,NA,1.8987341772151896,1.4240506329113922,3.7025316455696204,3.2911392405063293,49.26829268292683,20.0,7447e9f28508106a
b152646345037056,c268b2cfebccf652,r,10,802,2025,936,2174,6,10,6,579,440,1397,290,519,72,109,639,1738,70,141,93,146,9577,160.0,170.2,Orthodox,1990-06-12,135.0,2018-05-12 00:00:00,55.8766859344894,49.645390070921984,36.76639815880322,63.6986301369863,31.496062992125985,66.05504587155964,39.60493827160494,60.0,43.054277828886846,0.37511153274932685,0.12554907899544693,0.7074931693852989,0.16695775161925416,0.5517142430168442,0.0731742242338289,3.0,11.0,r,0.5638508927639136,0.5638508927639136,5.024537955518429,3.97828129894539,55.375966268446945,67.3469387755102,7be14eaed4c74856
b152646345037056,7be14eaed4c74856,b,1,185,381,279,487,3,8,2,600,132,308,25,39,28,34,143,330,19,25,23,26,1965,167.6,167.6,Switch,1986-08-19,135.0,2018-05-12 00:00:00,64.1025641025641,76.0,43.333333333333336,88.46153846153845,42.857142857142854,82.35294117647058,48.55643044619423,37.5,57.28952772073922,0.2754763668192836,0.14034305144088338,0.7868721384325343,0.07278481012658228,0.4958591435496903,0.22866448963102612,1.0,3.0,NA,0.916030534351145,1.3740458015267176,5.648854961832061,5.374045801526718,54.04699738903395,84.61538461538461,c268b2cfebccf652
7072a324a82c4297,0ee783aa00e468f0,r,11,285,595,373,693,6,8,8,477,229,523,34,47,22,25,125,347,68,117,92,131,8302,182.9,188.0,Southpaw,1977-04-01,185.0,2018-05-12 00:00:00,72.3404255319149,58.119658119658126,36.023054755043226,70.22900763358778,43.78585086042065,88.0,47.89915966386555,75.0,53.823953823953815,0.12186367946894261,0.2235780681167678,0.4099413471410375,0.32648058474219466,0.7720055318476371,0.06613078868342026,10.0,15.0,NA,0.8672609009877138,0.6504456757407854,2.0597446398458206,3.5413153456998314,46.33077765607886,65.0,f7a7f7118d4b01b6
7072a324a82c4297,f7a7f7118d4b01b6,b,13,705,1362,916,1581,14,22,8,2681,358,878,189,270,158,214,498,1041,89,127,118,194,16785,185.4,188.0,Southpaw,1978-05-30,185.0,2018-05-12 00:00:00,70.0,70.07874015748031,47.83861671469741,60.824742268041234,40.77448747152619,73.83177570093457,51.76211453744494,63.63636363636363,57.938013915243516,0.2606580346594078,0.09433996919704814,0.757246500538278,0.14841353026467374,0.5268689078386456,0.21247305750194664,8.0,15.0,b,0.4289544235924933,0.7506702412868633,2.520107238605898,1.6443252904378909,62.38757154538022,76.47058823529412,0ee783aa00e468f0
c8fdd3f7178fbfa4,dbc17725b887860a,r,2,227,544,460,814,21,33,4,2380,119,371,64,116,44,57,177,467,8,14,42,63,7293,185.4,198.1,Southpaw,1985-02-15,185.0,2018-05-12 00:00:00,55.172413793103445,57.14285714285714,37.901498929336185,66.66666666666666,32.075471698113205,77.19298245614034,41.72794117647059,63.63636363636363,56.51105651105651,0.25058980617491255,0.03213019250253293,0.853570779102694,0.11429902839477307,0.5934346386474046,0.15597555517768283,4.0,8.0,r,0.49362402303578773,2.591526120937886,1.867544220485397,2.0074043603455367,57.638888888888886,93.33333333333333,37d5b176d438d2a5
c8fdd3f7178fbfa4,37d5b176d438d2a5,b,0,17,23,21,29,1,1,2,74,12,17,5,6,0,0,5,9,9,9,3,5,221,185.4,188.0,Southpaw,1990-10-04,185.0,2018-05-12 00:00:00,83.33333333333334,100.0,55.55555555555556,60.0,70.58823529411765,0.0,73.91304347826086,100.0,72.41379310344827,0.29411764705882354,0.5294117647058824,0.29411764705882354,0.17647058823529413,0.7058823529411765,0.0,0.0,1.0,NA,8.144796380090499,4.0723981900452495,4.615384615384616,1.6289592760180995,70.0,100.0,dbc17725b887860a
3dcb1a7b081afbe1,98c23cb6da5b3352,r,2,125,239,295,423,8,15,6,873,84,194,29,31,12,14,71,170,33,43,21,26,2339,188.0,203.2,Orthodox,1977-06-20,265.0,2018-05-12 00:00:00,93.54838709677419,76.74418604651163,41.76470588235294,80.76923076923077,43.29896907216495,85.71428571428571,52.30125523012552,53.333333333333336,69.73995271867612,0.1814340903269871,0.23238460115541137,0.5937825493041919,0.1738328495403967,0.6791697666003992,0.13939614307261364,2.0,4.0,r,2.3086789226165028,3.07823856348867,3.2064985036340317,3.3860624198375375,51.82481751824818,12.5,c482c8605455a213
3dcb1a7b081afbe1,c482c8605455a213,b,1,69,141,102,175,0,1,0,219,46,111,15,21,8,9,49,116,18,22,2,3,1071,190.5,188.0,Orthodox,1991-03-15,265.0,2018-05-12 00:00:00,71.42857142857143,81.81818181818183,42.241379310344826,66.66666666666666,41.44144144144144,88.88888888888889,48.93617021276596,0.0,58.285714285714285,0.2767857142857143,0.28125,0.6711309523809523,0.047619047619047616,0.6264880952380952,0.09672619047619048,1.0,1.0,NA,0.0,0.0,3.8655462184873945,6.218487394957983,54.50819672131148,100.0,98c23cb6da5b3352
5ea39e0fc3b64e83,0052de90691d4a93,r,0,90,246,100,258,5,10,1,233,70,214,11,22,9,10,79,227,9,13,2,6,1550,167.6,177.8,Orthodox,1986-11-05,155.0,2018-05-12 00:00:00,50.0,69.23076923076923,34.801762114537446,33.33333333333333,32.71028037383177,90.0,36.58536585365854,50.0,38.759689922480625,0.13636363636363635,0.08181818181818182,0.9,0.01818181818181818,0.7454545454545454,0.1181818181818182,1.0,1.0,r,0.5806451612903226,2.903225806451613,3.4838709677419355,3.2903225806451615,55.26315789473685,0.0,2816ced060a21be3
5ea39e0fc3b64e83,2816ced060a21be3,b,2,195,504,278,597,5,15,0,382,135,407,31,61,29,36,185,482,8,20,2,2,4500,167.6,167.6,Southpaw,1984-04-24,155.0,2018-05-12 00:00:00,50.81967213114754,40.0,38.38174273858922,100.0,33.169533169533175,80.55555555555556,38.69047619047619,33.33333333333333,46.56616415410385,0.18736876006441222,0.04745893719806764,0.9365410628019324,0.016,0.6565152979066022,0.15611594202898552,1.0,4.0,NA,0.0,1.0,2.6,2.6533333333333333,65.02636203866432,90.9090909090909,0052de90691d4a93
6b325792b8fb1f46,8adcbd525fab8d9b,r,0,330,792,362,824,2,18,3,508,223,648,69,100,38,44,213,625,101,139,16,28,4383,180.3,185.4,Orthodox,1986-12-11,170.0,2018-05-12 00:00:00,69.0,72.66187050359713,34.08,57.14285714285714,34.413580246913575,86.36363636363636,41.66666666666667,11.11111111111111,43.932038834951456,0.20747154917769262,0.285133901372851,0.6601127937964448,0.05475330483070421,0.6781630132501109,0.11436543757219648,1.0,4.0,r,0.6160164271047228,0.4106776180698152,4.517453798767967,3.107460643394935,62.16666666666667,40.0,0d8011111be000b2
6b325792b8fb1f46,0d8011111be000b2,b,2,445,1269,535,1375,11,19,4,955,372,1157,30,54,43,58,345,1104,35,59,65,106,6538,185.4,193.0,Orthodox,1991-02-27,170.0,2018-05-12 00:00:00,55.55555555555556,59.32203389830508,31.25,61.32075471698113,32.15211754537597,74.13793103448276,35.066981875492516,57.89473684210527,38.90909090909091,0.06579421378735241,0.0739769953563847,0.7661821168872467,0.15984088775636865,0.8417549787898162,0.09245080742283135,2.0,6.0,NA,0.5506271030896299,1.5142245334964821,4.083817681248088,3.4322422759253595,65.75091575091575,81.08108108108108,8adcbd525fab8d9b
